Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	PRINCESS (sarcastically)
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	VALOR
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	PRINCESS (angrily pointing at Valor)
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	GUARD
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	QUEEN
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	BLOODORY
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	PRINCESS (fuming)
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	DODONA
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	STORMTROOPER
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	SERGEANT
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	SERGEANT (to Oxus)
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	JUSTIN (into intercom)
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	SKYWALKER (to Justin)
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	JUSTIN (to Skywalker)
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	CREATURE
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	HUMAN
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	HAN
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	SKYWALKER (to Oxus)
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	DATOS
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	OCCO
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	QUIST
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	AKIRA (Cont.)
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	CAPTAIN
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	INTERCOM
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	PILOT (into intercom)
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	STORMTROOPERS
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	HAN (Cont.)
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	SKYWALKER (over intercom)
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	SKYWALKER (to C-3)
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	OXUS (to A-2)
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	SKYWALKER (into intercom)
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	SKYWALKER (to Han)
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	VOICE
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	THO (Cont.)
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	THO
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	BERU
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	THO (to general)
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	THO (yelling down to them)
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	HAN (to Valor)
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	TANK PILOT
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	JUSTIN (mocking)
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	VADER (to officer)
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	JUSTIN (to A-2)
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	CAPTAIN OF THE GUARD
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	VADER (to Dodona)
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	MEDIC
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	GOVERNOR
Draft:	Revised Fourth Draft	Character:	THREEPIO
Draft:	Revised Fourth Draft	Character:	LUKE
Draft:	Revised Fourth Draft	Character:	IMPERIAL OFFICER
Draft:	Revised Fourth Draft	Character:	VADER
Draft:	Revised Fourth Draft	Character:	REBEL OFFICER
Draft:	Revised Fourth Draft	Character:	TROOPER
Draft:	Revised Fourth Draft	Character:	CHIEF PILOT
Draft:	Revised Fourth Draft	Character:	CAPTAIN
Draft:	Revised Fourth Draft	Character:	WOMAN
Draft:	Revised Fourth Draft	Character:	FIXER
Draft:	Revised Fourth Draft	Character:	CAMIE
Draft:	Revised Fourth Draft	Character:	BIGGS
Draft:	Revised Fourth Draft	Character:	DEAK
Draft:	Revised Fourth Draft	Character:	LEIA
Draft:	Revised Fourth Draft	Character:	COMMANDER
Draft:	Revised Fourth Draft	Character:	SECOND OFFICER
Draft:	Revised Fourth Draft	Character:	FIRST TROOPER
Draft:	Revised Fourth Draft	Character:	SECOND TROOPER
